resolvedTraitName;resolvedName;datasetId
zoom factor for yellow males;1;amp
scaled functional response for tL_fA;1;amp
scaled functional response for tL_fNZ;1;amp
scaled functional response for tL_J data;1;amp
scaled functional response for tL_SA data;1;amp
scaled functional response for tL data at 25e3 d;1;amp
scaled functional response for tL data till 1e3 d;1;amp
scaled functional response for tW data at 105 d;1;amp
initial length in tL1 data;1;amp
time at strat development at T;1;amp
temperature coefficient;1;amp
scaled functional response for tW data at 075 d;1;amp
scaled functional response for tW data at 065 d;1;amp
scaled functional response for tW data at <5 d;1;amp
standard length at t = 0;1;amp
scaled functional response for Itenez basina;1;amp
scaled functional response for Mamore basina;1;amp
scaling exponent for LW data;1;amp
total length at zero;1;amp
digestion efficiency of 01;1;amp
digestion efficiency of 03;1;amp
digestion efficiency of 04;1;amp
digestion efficiency of 05;1;amp
digestion efficiency of 07;1;amp
initial structural length of 01;1;amp
initial structural length of 02;1;amp
initial structural length of 03;1;amp
initial structural length of 04;1;amp
initial structural length of 05;1;amp
initial structural length of 06;1;amp
initial structural length of 07;1;amp
initial structural length of 08;1;amp
initial structural length of 13;1;amp
scaled reserve density of 01;1;amp
scaled reserve density of 02;1;amp
scaled reserve density of 03;1;amp
scaled reserve density of 04;1;amp
scaled reserve density of 05;1;amp
scaled reserve density of 06;1;amp
scaled reserve density of 07;1;amp
scaled reserve density of 08;1;amp
scaled reserve density of 13;1;amp
shape coefficient for frog;1;amp
scaled functional response for tW100 data;1;amp
scaled functional response for tW45 data;1;amp
scaled functional response for tW75 data;1;amp
energy conductance-embryos;1;amp
f for males 0392 data;1;amp
f for males 2598 data;1;amp
f for pregnant females 0392;1;amp
f for pregnant females 2598;1;amp
fetus max surf-spec assimilation rate;1;amp
max number of pups for upregulation;1;amp
reproduction efficiency of the mother;1;amp
scaled functional response for ctrl in Elli1980;1;amp
scaled functional response for ctrl in Zhan2010;1;amp
scaled functional response for deprivation group in Wood1996;1;amp
scaled functional response for FR50 in Zhan2010;1;amp
scaled functional response for length-weight data of DonaHata1911;1;amp
scaled functional response for males in Baye2005;1;amp
scaled functional response for pups;1;amp
scaled functional response for time - length data of GhezCamb2012;1;amp
scaled functional response for time - weight data of control female NO 41;1;amp
scaled functional response for time - weight data of control female NO 44;1;amp
scaled functional response for time - weight data of control female NO 46;1;amp
scaled functional response for time - weight data of control female NO 47;1;amp
scaled functional response for time - weight data of control female NO 49;1;amp
scaled functional response for time - weight data of control female NO 50;1;amp
scaled functional response for time - weight data of control females;1;amp
scaled functional response for time - weight data of RoeLee1995 females;1;amp
"scaled functional response for univar data Angu1932; not used if embryo data calculated by dget_EVH_AF";1;amp
scaled functional response for Wood1996;1;amp
temperature acceleration coefficient;1;amp
zoom factor for male toad;1;amp
scaled functional response for tJO data;1;amp
shape coefficient SVL;1;amp
shape coefficient total length of tadpole;1;amp
time since birth at start development;1;amp
scaled functional response for tL data at 00 d;1;amp
scaled functional response for tL data at 10 d;1;amp
scaled functional response for tL data at 20 d;1;amp
scaled functional response for tL data at 30 d;1;amp
scaled functional response for tL data at 40 d;1;amp
scaled functional response for 0-var data on yeast;1;amp
scaled functional response for tW data on filter paper;1;amp
bell diameter of ephedra neonate;1;amp
maturity at strobulation;1;amp
zoom factor for polyps;1;amp
scaled functional response for tL and LW  data;1;amp
time at birth in tL-data;1;amp
defacation efficiency;1;amp
digestion efficiency;1;amp
maturity maintenance ratio;1;amp
Weibull ageing acceleration;1;amp
scaled functional response for tW data at 21 d;1;amp
scaled functional response for tW data at 28 d;1;amp
scaled functional response for tL_e data;1;amp
scaled functional response for tL_w data;1;amp
weight at t = 0;1;amp
scaled functional response for tL_PR data;1;amp
scaled functional response for tL_SB data;1;amp
scaled functional response for tL_SR data;1;amp
scaled functional response for tL_L data;1;amp
scaled functional response for tL_O data;1;amp
scaled functional response for tL_G data;1;amp
scaled functional response for tL_t data;1;amp
scaled functional response for tW data between b and x;1;amp
scaled functional response for tW data between x and i;1;amp
scaled functional response for experimental data;1;amp
scaled functional response for in situ tL data;1;amp
f_tL;1;amp
Arrhenius Temperature;1;amp
conversion factor for RMI;1;amp
maturity ar birth;1;amp
maturity maintenance rate coefficient;1;amp
scaled functional response for tW data at 6 d;1;amp
temperature at lower boundary;1;amp
temperature at upper boundary;1;amp
time since birth at start experiment;1;amp
initial length for tL1 data;1;amp
time since metam at zero;1;amp
scaled functional response for hand reared pups;1;amp
scaled functional response for maternally reared pups;1;amp
scaled functional response for WO data;1;amp
start of development;1;amp
maturity at puberty of males;1;amp
sc. funct. res.  Wagn1990;1;amp
shape coefficient for head-capsule width;1;amp
scaled functional response for tL and LN data;1;amp
scaled functional response for 0-var data from the field;1;amp
scaled functional response for Manchado pers.comm. (aquaculture) data;1;amp
scaled functional response for PA exp data;1;amp
scaled functional response for ParrYufe2001 data;1;amp
scaled functional response for RibeEngr2017 data;1;amp
scaled functional response for tWd_f1 data;1;amp
scaled functional response for tWd_f2 data;1;amp
scaled functional response for tWd_f3 data;1;amp
scaled functional response for tWd_f4 data;1;amp
scaled functional response for YufeParr1999 data;1;amp
shape coefficient after metamorphosis;1;amp
E_Hh;1;amp
f for Day (larvae);1;amp
f for Fonds 1979 (larvae);1;amp
f for Fonds1977 (ingestion);1;amp
f for Galois (larvae);1;amp
f for Lund (larvae);1;amp
f_ad_lib;1;amp
f_Deniel & Devauchelle;1;amp
scaled functional response for LN data WittGree1995;1;amp
scaled functional response for tL data Teal2011;1;amp
scaled functional response for tW6 data;1;amp
amplitude of scaled functional response for tW data;1;amp
mean scaled functional response for tW data;1;amp
scaled functional response for tW data at 370 d;1;amp
structural length at start of experiment;1;amp
Arrhenius temperature for 1st instar;1;amp
Arrhenius temperature for larval mortality;1;amp
background hazard during larval stage;1;amp
length at t = 0 in tL_1995/6 data;1;amp
shape coefficient for total length at hatch/birth;1;amp
scaled functional response for tL data at 0000 d;1;amp
scaled functional response for tL data at 1000 d;1;amp
scaled functional response for tL data at 1500 d;1;amp
scaled functional response for tL data at 2000 d;1;amp
scaled functional response for tL data at 2600 d;1;amp
scaled functional response for tW data at 14000 d;1;amp
scaled functional response for tW data at 6000 d;1;amp
scaled functional response for tL_f0 data;1;amp
scaled functional response for tL_fa data;1;amp
shape coefficient for embryos;1;amp
shape coefficient pluteus;1;amp
weight at start experiment;1;amp
diameter at start experiment;1;amp
structural length at time 0;1;amp
time at start develpment;1;amp
scaled functional response for tL data at 090 d;1;amp
scaled functional response for tL data at 800 d;1;amp
scaled functional response for tL data at 999 d;1;amp
shape coefficient of neonate;1;amp
initial weight for starvation experiment;1;amp
scaled functional response for 0-var and tWe data;1;amp
shape coefficient for tL data;1;amp
Arrhenius temperature at lower  boundary;1;amp
conversion length: L_w = L_s^2/ L_M;1;amp
physical length at start experiment in tL_1 and tL_2 data;1;amp
physical length at start experiment in tL_4 data;1;amp
shape coeff to convert L^3 = del_M*L_d^2*L_w;1;amp
shape coeff to convert L_d = del_s*L_s;1;amp
shape coefficient of early juvenile;1;amp
shape coefficient of larva;1;amp
scaled functional response for tL data for >4000 d;1;amp
digestion efficiency of food to reserve at high supply;1;amp
digestion efficiency of food to reserve at low supply;1;amp
reference for structural length for digestion efficiency;1;amp
scaled functional response for tW data at <15 d;1;amp
scaled functional response for tW data at >15 d;1;amp
scaled functional response for tW0 data at >15 1d;1;amp
scaled functional response for f_JX;1;amp
scaled functional response for f_LdL;1;amp
scaled functional response for f_LF;1;amp
scaled functional response for f_LN;1;amp
scaled functional response for LW1 data;1;amp
scaled functional response for Tah data;1;amp
scaled functional response for tL_Indals;1;amp
scaled functional response for tL_Llyn;1;amp
scaled functional response for tL_Storsjo;1;amp
scaled functional response for tL_Test;1;amp
scaled functional response for tL_Anyui;1;amp
scaled functional response for tL_Limuri;1;amp
scaled functional response for tW data at 17 d;1;amp
scaled functional response for tWN data;1;amp
shape coefficient for embryo/neonate;1;amp
maturity at puberty for malesE;1;amp
scaled functional response for tL_7 data;1;amp
shape coefficient for carinal length;1;amp
mean scaled functional response for tL_N data;1;amp
mean scaled functional response for tL_S data;1;amp
mean temp in North Sea;1;amp
mean temp in Skagerak;1;amp
temp-food coupler in tL_N data;1;amp
temp-food coupler in tL_S data;1;amp
temp amplitude in North Sea;1;amp
temp amplitude in Skagerak;1;amp
time offset for temp oscillations;1;amp
scaled functional response for tL_a data;1;amp
time at start development at T given v_e;1;amp
energy conductance of embryo;1;amp
time delay for T(t) in tL data;1;amp
scaled functional response for FBL data;1;amp
scaled functional response for LMO data;1;amp
maturity at hatch for male;1;amp
scaled functional response for tL_Co data;1;amp
scaled functional response for tL_Ge data;1;amp
scaled functional response for tL_Ma data;1;amp
scaled functional response for tL_Mu data;1;amp
maturity at pre-birth (when embryo starts absorbation);1;amp
reproduction buffer turnover of imago;1;amp
scaled functional response for tLI data;1;amp
scaled functional response for tLK data;1;amp
scaled functional response for tLN data;1;amp
scaled functional response for tLP data;1;amp
ratio of shape coefficient for total length and SVL;1;amp
scaled functional response for tL0 and tW0 data;1;amp
time at birth in tL and tW data;1;amp
time since bith at 0 in tL and tWw data;1;amp
scaled functional response for tadpole data;1;amp
scaled functional response for tadpole data set 1;1;amp
scaled functional response for tadpole data set 2;1;amp
scaled functional response for tadpole data set 3;1;amp
scaled functional response for tadpole data set 4;1;amp
scaled functional response for tadpole data set 5;1;amp
scaled functional response for tadpole data set 6;1;amp
shape coefficient for SVL length for tadpole;1;amp
shape coefficient juvenile/adulte;1;amp
total length at zero for tL data;1;amp
scaled functional response at Beagle bed;1;amp
scaled functional response at Urugay bed;1;amp
Ter;1;https://opentraits.org/datasets/amphi-bio
Aqu;1;https://opentraits.org/datasets/amphi-bio
Arb;1;https://opentraits.org/datasets/amphi-bio
Noc;1;https://opentraits.org/datasets/amphi-bio
Body_size_mm;1;https://opentraits.org/datasets/amphi-bio
Litter_size_min_n;1;https://opentraits.org/datasets/amphi-bio
Litter_size_max_n;1;https://opentraits.org/datasets/amphi-bio
Reproductive_output_y;1;https://opentraits.org/datasets/amphi-bio
Offspring_size_min_mm;1;https://opentraits.org/datasets/amphi-bio
Offspring_size_max_mm;1;https://opentraits.org/datasets/amphi-bio
Dir;1;https://opentraits.org/datasets/amphi-bio
Lar;1;https://opentraits.org/datasets/amphi-bio
Viv;1;https://opentraits.org/datasets/amphi-bio
Arthro;1;https://opentraits.org/datasets/amphi-bio
Diu;1;https://opentraits.org/datasets/amphi-bio
Wet_cold;1;https://opentraits.org/datasets/amphi-bio
Body_mass_g;1;https://opentraits.org/datasets/amphi-bio
Longevity_max_y;1;https://opentraits.org/datasets/amphi-bio
Age_at_maturity_min_y;1;https://opentraits.org/datasets/amphi-bio
Age_at_maturity_max_y;1;https://opentraits.org/datasets/amphi-bio
Size_at_maturity_min_mm;1;https://opentraits.org/datasets/amphi-bio
Size_at_maturity_max_mm;1;https://opentraits.org/datasets/amphi-bio
Crepu;1;https://opentraits.org/datasets/amphi-bio
Wet_warm;1;https://opentraits.org/datasets/amphi-bio
Dry_warm;1;https://opentraits.org/datasets/amphi-bio
Fos;1;https://opentraits.org/datasets/amphi-bio
Vert;1;https://opentraits.org/datasets/amphi-bio
Dry_cold;1;https://opentraits.org/datasets/amphi-bio
Fruits;1;https://opentraits.org/datasets/amphi-bio
Leaves;1;https://opentraits.org/datasets/amphi-bio
Flowers;1;https://opentraits.org/datasets/amphi-bio
Seeds;1;https://opentraits.org/datasets/amphi-bio
Morphology/Body size;3;https://opentraits.org/datasets/arthropod-species-traits |  https://opentraits.org/datasets/australian-birds |  https://opentraits.org/datasets/avonet
Reproduction/Life history;1;https://opentraits.org/datasets/arthropod-species-traits
Interaction;2;https://opentraits.org/datasets/arthropod-species-traits |  https://opentraits.org/datasets/australian-birds
UNCATEGORIZED_TRAIT;5;https://opentraits.org/datasets/arthropod-species-traits |  https://opentraits.org/datasets/australian-birds |  https://opentraits.org/datasets/avonet |  https://opentraits.org/datasets/betydb |  https://opentraits.org/datasets/bien
Morphology;3;https://opentraits.org/datasets/australian-birds |  https://opentraits.org/datasets/avonet |  https://opentraits.org/datasets/chinaroots
Habitat;1;https://opentraits.org/datasets/australian-birds
HWI;1;https://opentraits.org/datasets/avianhwi
Body.mass..log.;1;https://opentraits.org/datasets/avianhwi
Range.Size;1;https://opentraits.org/datasets/avianhwi
Migration.1;1;https://opentraits.org/datasets/avianhwi
Migration.3;1;https://opentraits.org/datasets/avianhwi
Territoriality;1;https://opentraits.org/datasets/avianhwi
Diet;1;https://opentraits.org/datasets/avianhwi
Tmax;1;https://opentraits.org/datasets/bennett-2018
tmin;1;https://opentraits.org/datasets/bennett-2018
capsule_peris;1;https://opentraits.org/datasets/bernhardt-2018
capsule_pos;1;https://opentraits.org/datasets/bernhardt-2018
dist_gamet;1;https://opentraits.org/datasets/bernhardt-2018
dist_gamet2;1;https://opentraits.org/datasets/bernhardt-2018
dominants;1;https://opentraits.org/datasets/bernhardt-2018
forest;1;https://opentraits.org/datasets/bernhardt-2018
fruit_freq;1;https://opentraits.org/datasets/bernhardt-2018
fruit_seas;1;https://opentraits.org/datasets/bernhardt-2018
growth_form;1;https://opentraits.org/datasets/bernhardt-2018
hemeroby;1;https://opentraits.org/datasets/bernhardt-2018
hyalin_hairp;1;https://opentraits.org/datasets/bernhardt-2018
ind_F;1;https://opentraits.org/datasets/bernhardt-2018
ind_K;1;https://opentraits.org/datasets/bernhardt-2018
ind_L;1;https://opentraits.org/datasets/bernhardt-2018
ind_N;1;https://opentraits.org/datasets/bernhardt-2018
ind_R;1;https://opentraits.org/datasets/bernhardt-2018
ind_T;1;https://opentraits.org/datasets/bernhardt-2018
life_form;1;https://opentraits.org/datasets/bernhardt-2018
life_strat;1;https://opentraits.org/datasets/bernhardt-2018
ornament;1;https://opentraits.org/datasets/bernhardt-2018
protonema;1;https://opentraits.org/datasets/bernhardt-2018
seta_length;1;https://opentraits.org/datasets/bernhardt-2018
shoot_length;1;https://opentraits.org/datasets/bernhardt-2018
spores;1;https://opentraits.org/datasets/bernhardt-2018
stems;1;https://opentraits.org/datasets/bernhardt-2018
sub_bark;1;https://opentraits.org/datasets/bernhardt-2018
sub_rock;1;https://opentraits.org/datasets/bernhardt-2018
sub_soil;1;https://opentraits.org/datasets/bernhardt-2018
sub_wood;1;https://opentraits.org/datasets/bernhardt-2018
veg_bran;1;https://opentraits.org/datasets/bernhardt-2018
veg_bulb;1;https://opentraits.org/datasets/bernhardt-2018
veg_gem;1;https://opentraits.org/datasets/bernhardt-2018
veg_leav;1;https://opentraits.org/datasets/bernhardt-2018
veg_tub;1;https://opentraits.org/datasets/bernhardt-2018
life_strat2;1;https://opentraits.org/datasets/bernhardt-2018
fine root carbon to leaf carbon allocation;1;https://opentraits.org/datasets/betydb
Above ground fraction of structural biomass;1;https://opentraits.org/datasets/betydb
rate of leaf loss;1;https://opentraits.org/datasets/betydb
Leaf Percent Nitrogen;1;https://opentraits.org/datasets/betydb
rate of fine root respiration at reference soil temperature;1;https://opentraits.org/datasets/betydb
"Rd; leaf dark respiration";1;https://opentraits.org/datasets/betydb
Specific Leaf Area;1;https://opentraits.org/datasets/betydb
maximum rate of electron transport;1;https://opentraits.org/datasets/betydb
maximum rubisco carboxylation capacity;1;https://opentraits.org/datasets/betydb
fine root biomass;1;https://opentraits.org/datasets/betydb
percent N in belowground live tissue;1;https://opentraits.org/datasets/betydb
annual aboveground yield;1;https://opentraits.org/datasets/betydb
diameter at breast height;1;https://opentraits.org/datasets/betydb
Ball-Berry Model;1;https://opentraits.org/datasets/betydb
C:N ratio in leaves;1;https://opentraits.org/datasets/betydb
Leaf Biomass;1;https://opentraits.org/datasets/betydb
Leaf Percent C;1;https://opentraits.org/datasets/betydb
light and CO2 saturated maximum photosynthetic rate;1;https://opentraits.org/datasets/betydb
root biomass of an individual plant;1;https://opentraits.org/datasets/betydb
surface CO2 efflux;1;https://opentraits.org/datasets/betydb
Total biomass;1;https://opentraits.org/datasets/betydb
Total root biomass (all root sizes);1;https://opentraits.org/datasets/betydb
Total root respiration (all size classes);1;https://opentraits.org/datasets/betydb
triose phosphate utilization;1;https://opentraits.org/datasets/betydb
Biomass of leaves per area ground;1;https://opentraits.org/datasets/betydb
foliar calcium concentration;1;https://opentraits.org/datasets/betydb
foliar K concentration;1;https://opentraits.org/datasets/betydb
foliar magnesium concentraion;1;https://opentraits.org/datasets/betydb
foliar P concentration;1;https://opentraits.org/datasets/betydb
Intact Roots;1;https://opentraits.org/datasets/betydb
nitrogen in stem;1;https://opentraits.org/datasets/betydb
Nitrogen uptake rater per unit dry mass per unit time;1;https://opentraits.org/datasets/betydb
percent N in senesced leaves;1;https://opentraits.org/datasets/betydb
rate of stem respiration at reference temperature;1;https://opentraits.org/datasets/betydb
see Farqhuar model;1;https://opentraits.org/datasets/betydb
Fraction of storage to seed reproduction;1;https://opentraits.org/datasets/betydb
Irradiance (photosynthetic photon flux density);1;https://opentraits.org/datasets/betydb
dry weight of aerial biomass;1;https://opentraits.org/datasets/betydb
fiber yield;1;https://opentraits.org/datasets/betydb
total dry biomass per plant;1;https://opentraits.org/datasets/betydb
aboveground NPP (C);1;https://opentraits.org/datasets/betydb
fraction of total biomass in roots (by dry weight);1;https://opentraits.org/datasets/betydb
leaf mass per area leaf (kg leaf / m2 leaf);1;https://opentraits.org/datasets/betydb
Stem biomass;1;https://opentraits.org/datasets/betydb
Biomass of flower;1;https://opentraits.org/datasets/betydb
belowground root biomass;1;https://opentraits.org/datasets/betydb
Biomass of living parts of plant (stem+Leaves);1;https://opentraits.org/datasets/betydb
Leaf Area;1;https://opentraits.org/datasets/betydb
percent N in flower;1;https://opentraits.org/datasets/betydb
"belowground rhizome biomass; does not include tubers";1;https://opentraits.org/datasets/betydb
grams of root per plant;1;https://opentraits.org/datasets/betydb
ratio of fine root to leaf biomass also 'fine root allocation';1;https://opentraits.org/datasets/betydb
Nitrogen Productivity;1;https://opentraits.org/datasets/betydb
percent composition;1;https://opentraits.org/datasets/betydb
soil organic matter;1;https://opentraits.org/datasets/betydb
photosynthetic Nitrogen Use Efficiency;1;https://opentraits.org/datasets/betydb
rate of fine root loss (temperature dependent;1;https://opentraits.org/datasets/betydb
grams of shoot per plant;1;https://opentraits.org/datasets/betydb
Includes enlarged stems;1;https://opentraits.org/datasets/betydb
total aboveground biomass;1;https://opentraits.org/datasets/betydb
ash concentration in leaf;1;https://opentraits.org/datasets/betydb
ash concentration in stem;1;https://opentraits.org/datasets/betydb
cellulose concentration in leaf;1;https://opentraits.org/datasets/betydb
cellulose concentration in stem;1;https://opentraits.org/datasets/betydb
in vitro dry matter digestibility in leaf;1;https://opentraits.org/datasets/betydb
in vitro dry matter digestibility in stem;1;https://opentraits.org/datasets/betydb
starch in leaf;1;https://opentraits.org/datasets/betydb
starch in stem;1;https://opentraits.org/datasets/betydb
total nonstructural carbohydrates in leaf;1;https://opentraits.org/datasets/betydb
total nonstructural carbohydrates in stem;1;https://opentraits.org/datasets/betydb
carbon in stems;1;https://opentraits.org/datasets/betydb
chloride content in dry weight;1;https://opentraits.org/datasets/betydb
Density of individual plants;1;https://opentraits.org/datasets/betydb
diameter of single shoot;1;https://opentraits.org/datasets/betydb
fructose in rhizome;1;https://opentraits.org/datasets/betydb
glucose in rhizome;1;https://opentraits.org/datasets/betydb
height;1;https://opentraits.org/datasets/betydb
Leaf Area Index;1;https://opentraits.org/datasets/betydb
length of shoot;1;https://opentraits.org/datasets/betydb
maximum photosynthetic rate at saturating light;1;https://opentraits.org/datasets/betydb
;2;https://opentraits.org/datasets/betydb |  https://opentraits.org/datasets/bien
nitrogen concentration in soil;1;https://opentraits.org/datasets/betydb
nitrogen content in dry weight;1;https://opentraits.org/datasets/betydb
nitrogen in rhizomes;1;https://opentraits.org/datasets/betydb
number of shoots per plants;1;https://opentraits.org/datasets/betydb
percent moisture content in biomass;1;https://opentraits.org/datasets/betydb
phosphorus concentration in soil;1;https://opentraits.org/datasets/betydb
phosphorus in rhizome;1;https://opentraits.org/datasets/betydb
phosphorus in root;1;https://opentraits.org/datasets/betydb
phosphorus in shoot;1;https://opentraits.org/datasets/betydb
potassium concentration in soil;1;https://opentraits.org/datasets/betydb
potassium in rhizome;1;https://opentraits.org/datasets/betydb
potassium in root;1;https://opentraits.org/datasets/betydb
potassium in shoot;1;https://opentraits.org/datasets/betydb
raffinose in rhizome;1;https://opentraits.org/datasets/betydb
single shoot weight;1;https://opentraits.org/datasets/betydb
sucrose in rhizome;1;https://opentraits.org/datasets/betydb
total number of leaves per shoot;1;https://opentraits.org/datasets/betydb
total sugar in rhizome;1;https://opentraits.org/datasets/betydb
variant dry matter in rhizome;1;https://opentraits.org/datasets/betydb
variant dry matter in shoot;1;https://opentraits.org/datasets/betydb
date of bud break;1;https://opentraits.org/datasets/betydb
mg carbon dry wieght;1;https://opentraits.org/datasets/betydb
Fract. of stalk in total biomass;1;https://opentraits.org/datasets/betydb
fraction of total plant dry weight in foliage;1;https://opentraits.org/datasets/betydb
fraction of total plant dry weight in roots;1;https://opentraits.org/datasets/betydb
for grasses;1;https://opentraits.org/datasets/betydb
mean tilt angle;1;https://opentraits.org/datasets/betydb
Nitrogen Use Efficiency;1;https://opentraits.org/datasets/betydb
Photosynthetic rate at ambient CO2(370ppm);1;https://opentraits.org/datasets/betydb
slope of rel'n between stomatal conductance and A [Leuning 1995];1;https://opentraits.org/datasets/betydb
Water Use Efficiency;1;https://opentraits.org/datasets/betydb
Soil Het Respiration;1;https://opentraits.org/datasets/betydb
Soil moisture relative to saturation;1;https://opentraits.org/datasets/betydb
soil Temp;1;https://opentraits.org/datasets/betydb
air temperature;1;https://opentraits.org/datasets/betydb
gravimetric soil water content: g H2O/ g DRY soil;1;https://opentraits.org/datasets/betydb
Radiative transfer clumping factor;1;https://opentraits.org/datasets/betydb
C:N ratio in stems;1;https://opentraits.org/datasets/betydb
Leaf biomass allometry coefficient;1;https://opentraits.org/datasets/betydb
length of time that a root lives;1;https://opentraits.org/datasets/betydb
Mimimum height for reproduction;1;https://opentraits.org/datasets/betydb
decomposition rate of litter;1;https://opentraits.org/datasets/betydb
leaf litter+ wood litter;1;https://opentraits.org/datasets/betydb
turn over rate of litter;1;https://opentraits.org/datasets/betydb
Aboveground biomass;1;https://opentraits.org/datasets/betydb
Coarse root biomass;1;https://opentraits.org/datasets/betydb
Cumulative GPP over a specified time step;1;https://opentraits.org/datasets/betydb
Foliage biomass;1;https://opentraits.org/datasets/betydb
Structural biomass (ecosystem);1;https://opentraits.org/datasets/betydb
Biomass of cabbage per area ground;1;https://opentraits.org/datasets/betydb
Stalk Dry Matter;1;https://opentraits.org/datasets/betydb
Annual Evapotranspiraiton;1;https://opentraits.org/datasets/betydb
age.maturity;1;https://opentraits.org/datasets/beukhof-2019
age.max;1;https://opentraits.org/datasets/beukhof-2019
AR;1;https://opentraits.org/datasets/beukhof-2019
body.shape;1;https://opentraits.org/datasets/beukhof-2019
fecundity;1;https://opentraits.org/datasets/beukhof-2019
feeding.mode;1;https://opentraits.org/datasets/beukhof-2019
fin.shape;1;https://opentraits.org/datasets/beukhof-2019
growth.coefficient;1;https://opentraits.org/datasets/beukhof-2019
habitat;1;https://opentraits.org/datasets/beukhof-2019
length.infinity;1;https://opentraits.org/datasets/beukhof-2019
length.max;1;https://opentraits.org/datasets/beukhof-2019
offspring.size;1;https://opentraits.org/datasets/beukhof-2019
spawning.type;1;https://opentraits.org/datasets/beukhof-2019
tl;1;https://opentraits.org/datasets/beukhof-2019
whole plant growth form;1;https://opentraits.org/datasets/bien
whole plant growth form diversity;1;https://opentraits.org/datasets/bien
whole plant woodiness;1;https://opentraits.org/datasets/bien
diameter at breast height (1.3 m);1;https://opentraits.org/datasets/bien
maximum leaf length;1;https://opentraits.org/datasets/bien
maximum leaf width;1;https://opentraits.org/datasets/bien
maximum whole plant height;1;https://opentraits.org/datasets/bien
minimum leaf length;1;https://opentraits.org/datasets/bien
minimum leaf width;1;https://opentraits.org/datasets/bien
minimum whole plant height;1;https://opentraits.org/datasets/bien
plant fruiting duration;1;https://opentraits.org/datasets/bien
stem wood density;1;https://opentraits.org/datasets/bien
whole plant height;1;https://opentraits.org/datasets/bien
whole plant vegetative phenology;1;https://opentraits.org/datasets/bien
leaf dry mass per leaf fresh mass;1;https://opentraits.org/datasets/bien
leaf nitrogen content per leaf dry mass;1;https://opentraits.org/datasets/bien
leaf area;1;https://opentraits.org/datasets/bien
leaf area per leaf dry mass;1;https://opentraits.org/datasets/bien
vessel lumen area;1;https://opentraits.org/datasets/bien
vessel number;1;https://opentraits.org/datasets/bien
seed mass;1;https://opentraits.org/datasets/bien
longest whole plant longevity;1;https://opentraits.org/datasets/bien
maximum whole plant longevity;1;https://opentraits.org/datasets/bien
leaf carbon content per leaf nitrogen content;1;https://opentraits.org/datasets/bien
leaf dry mass;1;https://opentraits.org/datasets/bien
leaf life span;1;https://opentraits.org/datasets/bien
leaf nitrogen content per leaf area;1;https://opentraits.org/datasets/bien
leaf phosphorus content per leaf area;1;https://opentraits.org/datasets/bien
leaf phosphorus content per leaf dry mass;1;https://opentraits.org/datasets/bien
leaf photosynthetic rate per leaf area;1;https://opentraits.org/datasets/bien
leaf photosynthetic rate per leaf dry mass;1;https://opentraits.org/datasets/bien
plant flowering begin;1;https://opentraits.org/datasets/bien
whole plant primary juvenile period length;1;https://opentraits.org/datasets/bien
leaf carbon content per leaf dry mass;1;https://opentraits.org/datasets/bien
leaf stomatal conductance for H2O per leaf area;1;https://opentraits.org/datasets/bien
flower pollination syndrome;1;https://opentraits.org/datasets/bien
whole plant dispersal syndrome;1;https://opentraits.org/datasets/bien
whole plant sexual system;1;https://opentraits.org/datasets/bien
plant flowering duration;1;https://opentraits.org/datasets/bien
leaf stomatal conductance per leaf area;1;https://opentraits.org/datasets/bien
stem dry mass;1;https://opentraits.org/datasets/bien
root dry mass;1;https://opentraits.org/datasets/bien
inflorescence length;1;https://opentraits.org/datasets/bien
Leaf lamina fracture toughness;1;https://opentraits.org/datasets/bien
maximum fruit length;1;https://opentraits.org/datasets/bien
minimum fruit length;1;https://opentraits.org/datasets/bien
BodySize;1;https://opentraits.org/datasets/bland-2017
ChelaShape;1;https://opentraits.org/datasets/bland-2017
ChelaSize;1;https://opentraits.org/datasets/bland-2017
Consumption;1;https://opentraits.org/datasets/bland-2017
Cropland;1;https://opentraits.org/datasets/bland-2017
EggNumber;1;https://opentraits.org/datasets/bland-2017
ElevMin;1;https://opentraits.org/datasets/bland-2017
EOO;1;https://opentraits.org/datasets/bland-2017
Fragment;1;https://opentraits.org/datasets/bland-2017
HabitatsIUCN;1;https://opentraits.org/datasets/bland-2017
HabitatType;1;https://opentraits.org/datasets/bland-2017
HPD;1;https://opentraits.org/datasets/bland-2017
Livestock;1;https://opentraits.org/datasets/bland-2017
Mercury;1;https://opentraits.org/datasets/bland-2017
Pesticide;1;https://opentraits.org/datasets/bland-2017
Prec;1;https://opentraits.org/datasets/bland-2017
PrecSeas;1;https://opentraits.org/datasets/bland-2017
RedList;1;https://opentraits.org/datasets/bland-2017
Sed;1;https://opentraits.org/datasets/bland-2017
TempSeas;1;https://opentraits.org/datasets/bland-2017
Temp;1;https://opentraits.org/datasets/bland-2017
FruitType;1;https://opentraits.org/datasets/brot
GrowthForm;1;https://opentraits.org/datasets/brot
HeatStimGerm;1;https://opentraits.org/datasets/brot
RespFire;1;https://opentraits.org/datasets/brot
SeedlEmerg;1;https://opentraits.org/datasets/brot
SeedMass;1;https://opentraits.org/datasets/brot
SoilSeedBank;1;https://opentraits.org/datasets/brot
Clonality;1;https://opentraits.org/datasets/brot
Diaspore;1;https://opentraits.org/datasets/brot
DispMode;1;https://opentraits.org/datasets/brot
Height;1;https://opentraits.org/datasets/brot
