datasetId,traitNameVerbatim
https://opentraits.org/datasets/austraits,seedling_first_node
https://opentraits.org/datasets/austraits,seedling_germination_location
https://opentraits.org/datasets/austraits,seed_longevity
https://opentraits.org/datasets/austraits,seed_mass
https://opentraits.org/datasets/austraits,seed_mass_reserve
https://opentraits.org/datasets/austraits,seed_Mg_concentration
https://opentraits.org/datasets/austraits,seed_N_concentration
https://opentraits.org/datasets/austraits,seed_oil_content
https://opentraits.org/datasets/austraits,seed_P_concentration
https://opentraits.org/datasets/austraits,seed_protein_content
https://opentraits.org/datasets/austraits,seed_release
https://opentraits.org/datasets/austraits,seed_S_concentration
https://opentraits.org/datasets/austraits,seed_shape
https://opentraits.org/datasets/austraits,seed_storage_location
https://opentraits.org/datasets/austraits,seed_texture
https://opentraits.org/datasets/austraits,seed_viability
https://opentraits.org/datasets/austraits,seed_volume
https://opentraits.org/datasets/austraits,seed_width
https://opentraits.org/datasets/austraits,senesced_leaf_Al_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_B_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Ca_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_C_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Cu_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Fe_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_K_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Mg_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Mn_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Mo_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Na_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_N_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_P_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_S_per_dry_mass
https://opentraits.org/datasets/austraits,senesced_leaf_Zn_per_dry_mass
https://opentraits.org/datasets/austraits,serotiny
https://opentraits.org/datasets/austraits,sex_type
https://opentraits.org/datasets/austraits,snow_tolerance
https://opentraits.org/datasets/austraits,soil_salinity_tolerance
https://opentraits.org/datasets/austraits,soil_seedbank
https://opentraits.org/datasets/austraits,soluable_protein_per_area
https://opentraits.org/datasets/austraits,soluable_starch_per_area
https://opentraits.org/datasets/austraits,soluable_sugars_per_area
https://opentraits.org/datasets/austraits,specific_leaf_area
https://opentraits.org/datasets/austraits,specific_root_area
https://opentraits.org/datasets/austraits,specific_root_length
https://opentraits.org/datasets/austraits,specific_taproot_length
https://opentraits.org/datasets/austraits,spinescence
https://opentraits.org/datasets/austraits,spongy_mesophyll_thickness
https://opentraits.org/datasets/austraits,sprout_depth
https://opentraits.org/datasets/austraits,starch_per_area
https://opentraits.org/datasets/austraits,stem_count_categorical
https://opentraits.org/datasets/austraits,stem_C_per_dry_mass
https://opentraits.org/datasets/austraits,stem_density
https://opentraits.org/datasets/austraits,stem_dry_matter_content
https://opentraits.org/datasets/austraits,stem_hydraulic_conductivity
https://opentraits.org/datasets/austraits,stem_mass_fraction
https://opentraits.org/datasets/austraits,stem_N_per_dry_mass
https://opentraits.org/datasets/austraits,stem_respiration_per_dry_mass
https://opentraits.org/datasets/austraits,stem_soluable_starch_per_mass
https://opentraits.org/datasets/austraits,stem_soluable_sugars_per_mass
https://opentraits.org/datasets/austraits,stem_water_content_per_saturated_mass
https://opentraits.org/datasets/austraits,stem_water_delta18O
https://opentraits.org/datasets/austraits,stomatal_conductance_per_area_ambient
https://opentraits.org/datasets/austraits,stomatal_conductance_per_area_at_Amax
https://opentraits.org/datasets/austraits,stomatal_conductance_per_area_at_Asat
https://opentraits.org/datasets/austraits,stomatal_density_abaxial
https://opentraits.org/datasets/austraits,stomatal_density_adaxial
https://opentraits.org/datasets/austraits,stomatal_density_average
https://opentraits.org/datasets/austraits,stomatal_distribution
https://opentraits.org/datasets/austraits,stomatal_resistance_conductance_ambient
https://opentraits.org/datasets/austraits,support_fraction
https://opentraits.org/datasets/austraits,tap_root
https://opentraits.org/datasets/austraits,thickest_root_diameter
https://opentraits.org/datasets/austraits,time_from_fire_to_fruit
https://opentraits.org/datasets/austraits,transverse_branch_area_specific_conductivity
https://opentraits.org/datasets/austraits,twig_area
https://opentraits.org/datasets/austraits,twig_length
https://opentraits.org/datasets/austraits,upper_cuticle_thickness
https://opentraits.org/datasets/austraits,upper_hypodermis_thickness
https://opentraits.org/datasets/austraits,upper_palisade_cell_thickness
https://opentraits.org/datasets/austraits,Vcmax_per_area
https://opentraits.org/datasets/austraits,vegetative_regeneration
https://opentraits.org/datasets/austraits,vein_angle_secondary
https://opentraits.org/datasets/austraits,vein_density
https://opentraits.org/datasets/austraits,vessel_density
https://opentraits.org/datasets/austraits,vessel_density_leaves
https://opentraits.org/datasets/austraits,vessel_diameter
https://opentraits.org/datasets/austraits,vessel_diameter_hydraulic
https://opentraits.org/datasets/austraits,vessel_diameter_leaves
https://opentraits.org/datasets/austraits,vessel_lumen_fraction
https://opentraits.org/datasets/austraits,vessel_multiple_fraction
https://opentraits.org/datasets/austraits,vessel_non_lumen_fraction
https://opentraits.org/datasets/austraits,vessel_wall_fraction
https://opentraits.org/datasets/austraits,vine_climbing_mechanism
https://opentraits.org/datasets/austraits,water_band_index
https://opentraits.org/datasets/austraits,water_logging_tolerance
https://opentraits.org/datasets/austraits,water_potential_50percent_lost_conductivity
https://opentraits.org/datasets/austraits,water_potential_88percent_lost_conductivity
https://opentraits.org/datasets/austraits,water_potential_midday
https://opentraits.org/datasets/austraits,water_potential_predawn
https://opentraits.org/datasets/austraits,water_use_efficiency_integrated
https://opentraits.org/datasets/austraits,water_use_efficiency_intrinsic
https://opentraits.org/datasets/austraits,water_use_efficiency_photosynthetic
https://opentraits.org/datasets/austraits,whole_plant_transpiration
https://opentraits.org/datasets/austraits,wood_axial_parenchyma_fraction
https://opentraits.org/datasets/austraits,wood_Ca_per_dry_mass
https://opentraits.org/datasets/austraits,wood_conduit_fraction
https://opentraits.org/datasets/austraits,wood_C_per_dry_mass
https://opentraits.org/datasets/austraits,wood_delta13C
https://opentraits.org/datasets/austraits,wood_delta15N
https://opentraits.org/datasets/austraits,wood_density
https://opentraits.org/datasets/austraits,wood_fibre_fraction
https://opentraits.org/datasets/austraits,woodiness
https://opentraits.org/datasets/austraits,wood_K_per_dry_mass
https://opentraits.org/datasets/austraits,wood_Mg_per_dry_mass
https://opentraits.org/datasets/austraits,wood_Na_per_dry_mass
https://opentraits.org/datasets/austraits,wood_N_per_dry_mass
https://opentraits.org/datasets/austraits,wood_P_per_dry_mass
https://opentraits.org/datasets/austraits,wood_ray_fraction
https://opentraits.org/datasets/austraits,wood_tracheid_fraction
https://opentraits.org/datasets/australian-birds,X100_Body_mass_min_8
https://opentraits.org/datasets/australian-birds,X101_Body_mass_max_8
https://opentraits.org/datasets/australian-birds,X102_Male_body_mass_average_8
https://opentraits.org/datasets/australian-birds,X103_Male_body_mass_min_8
https://opentraits.org/datasets/australian-birds,X104_Male_body_mass_max_8
https://opentraits.org/datasets/australian-birds,X105_Female_body_mass_average_8
https://opentraits.org/datasets/australian-birds,X106_Female_body_mass_min_8
https://opentraits.org/datasets/australian-birds,X107_Female_body_mass_max_8
https://opentraits.org/datasets/australian-birds,X108_Unsexed_body_mass_average_8
https://opentraits.org/datasets/australian-birds,X109_Unsexed_body_mass_min_8
https://opentraits.org/datasets/australian-birds,X110_Unsexed_body_mass_max_8
https://opentraits.org/datasets/australian-birds,X112_Brain_volume_8
https://opentraits.org/datasets/australian-birds,X113_Brain_mass_8
https://opentraits.org/datasets/australian-birds,X114_Brain_mass_residual_8
https://opentraits.org/datasets/australian-birds,X115_Feeding_habitat_Terrestrial_Arid_shrubland_9
https://opentraits.org/datasets/australian-birds,X116_Feeding_habitat_Terrestrial_Chenopod_shrubland_9
https://opentraits.org/datasets/australian-birds,X117_Feeding_habitat_Terrestrial_Heath_9
https://opentraits.org/datasets/australian-birds,X118_Feeding_habitat_Terrestrial_Triodia_hummock_grassland_9
https://opentraits.org/datasets/australian-birds,X119_Feeding_habitat_Terrestrial_Other_grassland_9
https://opentraits.org/datasets/australian-birds,X120_Feeding_habitat_Terrestrial_Mallee_9
https://opentraits.org/datasets/australian-birds,X121_Feeding_habitat_Terrestrial_Tropical_savanna_woodland_9
https://opentraits.org/datasets/australian-birds,X122_Feeding_habitat_Terrestrial_Temperate_dry_sclerophyll_forest_and_woodland_9
https://opentraits.org/datasets/australian-birds,X123_Feeding_habitat_Terrestrial_Temperate_wet_sclerophyll_forest_and_woodland_9
https://opentraits.org/datasets/australian-birds,X124_Feeding_habitat_Terrestrial_Rainforest_9
https://opentraits.org/datasets/australian-birds,X125_Feeding_habitat_Terrestrial_Mangrove_trees_9
https://opentraits.org/datasets/australian-birds,X126_Feeding_habitat_Inland_waters_Rivers_and_streams_9
https://opentraits.org/datasets/australian-birds,X127_Feeding_habitat_Inland_waters_Deep_open_water_9
https://opentraits.org/datasets/australian-birds,X128_Feeding_habitat_Inland_waters_Shallow_open_water_9
https://opentraits.org/datasets/australian-birds,X129_Feeding_habitat_Inland_waters_Reeds_and_tall_wet_grassland_9
https://opentraits.org/datasets/australian-birds,X130_Feeding_habitat_Inland_waters_Low_marshland_and_wet_grassland_9
https://opentraits.org/datasets/australian-birds,X131_Feeding_habitat_Coastal_Sandy_9
https://opentraits.org/datasets/australian-birds,X132_Feeding_habitat_Coastal_Rocky_9
https://opentraits.org/datasets/australian-birds,X133_Feeding_habitat_Coastal_Soft_mud_9
https://opentraits.org/datasets/australian-birds,X134_Feeding_habitat_Coastal_Saltmarsh_9
https://opentraits.org/datasets/australian-birds,X135_Feeding_habitat_Coastal_Mangrove_floor_9
https://opentraits.org/datasets/australian-birds,X136_Feeding_habitat_Marine_Very_cold_pelagic_9
https://opentraits.org/datasets/australian-birds,X137_Feeding_habitat_Marine_Cold_pelagic_9
https://opentraits.org/datasets/australian-birds,X138_Feeding_habitat_Marine_Temperate_pelagic_9
https://opentraits.org/datasets/australian-birds,X139_Feeding_habitat_Marine_Warm_pelagic_9
https://opentraits.org/datasets/australian-birds,X140_Feeding_habitat_Marine_Cold_inshore_9
https://opentraits.org/datasets/australian-birds,X141_Feeding_habitat_Marine_Temperate_inshore_9
https://opentraits.org/datasets/australian-birds,X142_Feeding_habitat_Marine_Warm_inshore_9
https://opentraits.org/datasets/australian-birds,X143_Feeding_habitat_Other_non.Australian_habitat_9
https://opentraits.org/datasets/australian-birds,X144_Feeding_habitat_Agricultural_landscapes_9
https://opentraits.org/datasets/australian-birds,X145_Feeding_habitat_Urban_landscapes_9
https://opentraits.org/datasets/australian-birds,X146_Breeding_habitat_Arid_shrubland_9
https://opentraits.org/datasets/australian-birds,X147_Breeding_habitat_Chenopod_shrubland_9
https://opentraits.org/datasets/australian-birds,X148_Breeding_habitat_Heath_9
https://opentraits.org/datasets/australian-birds,X149_Breeding_habitat_Triodia_hummock_grassland_9
https://opentraits.org/datasets/australian-birds,X150_Breeding_habitat_Other_grassland_9
https://opentraits.org/datasets/australian-birds,X151_Breeding_habitat_Mallee_9
https://opentraits.org/datasets/australian-birds,X152_Breeding_habitat_Tropical_savanna_woodland_9
https://opentraits.org/datasets/australian-birds,X153_Breeding_habitat_Temperate_dry_sclerophyll_forest_and_woodland_9
https://opentraits.org/datasets/australian-birds,X154_Breeding_habitat_Temperate_wet_sclerophyll_forest_and_woodland_9
https://opentraits.org/datasets/australian-birds,X155_Breeding_habitat_Rainforest_9
https://opentraits.org/datasets/australian-birds,X156_Breeding_habitat_Mangrove_9
https://opentraits.org/datasets/australian-birds,X157_Breeding_habitat_inland_wetland_9
https://opentraits.org/datasets/australian-birds,X158_Breeding_habitat_Beaches_and_sand_cays_9
https://opentraits.org/datasets/australian-birds,X159_Breeding_habitat_Rocky_coasts_and_islets_9
https://opentraits.org/datasets/australian-birds,X160_Breeding_habitat_Other_non.Australian_habitats_9
https://opentraits.org/datasets/australian-birds,X161_Breeding_habitat_Agricultural_lands_9
https://opentraits.org/datasets/australian-birds,X162_Breeding_habitat_Urban_9
https://opentraits.org/datasets/australian-birds,X163_Food_Fruit_10
https://opentraits.org/datasets/australian-birds,X164_Food_Nectar_or_pollen_10
https://opentraits.org/datasets/australian-birds,X165_Food_Seeds_10
https://opentraits.org/datasets/australian-birds,X166_Food_Foliage_or_herbs_10
https://opentraits.org/datasets/australian-birds,X167_Food_Corms_or_tubers
https://opentraits.org/datasets/australian-birds,X168_Food_Terrestrial_invertebrates_10
https://opentraits.org/datasets/australian-birds,X169_Food_Terrestrial_vertebrates_10
https://opentraits.org/datasets/australian-birds,X170_Food_Carrion_10
https://opentraits.org/datasets/australian-birds,X171_Food_Intertidal_invertebrates_10
https://opentraits.org/datasets/australian-birds,X172_Food_Fish_or_invertebrates_Marine_10
https://opentraits.org/datasets/australian-birds,X173_Food_fish_or_invertebrates_Inland_waters_10
https://opentraits.org/datasets/australian-birds,X174_Feeding_aggregation_Solitary_11
https://opentraits.org/datasets/australian-birds,X175_Feeding_aggregation_Pairs_11
https://opentraits.org/datasets/australian-birds,X176_Feeding_aggregation_Flocks_11
https://opentraits.org/datasets/australian-birds,X177_Mean_Flight_Initiation_Distance_11
https://opentraits.org/datasets/australian-birds,X178_Clutch_size_average_12
https://opentraits.org/datasets/australian-birds,X179_Clutch_size_min_12
https://opentraits.org/datasets/australian-birds,X180_Clutch_size_max_12
https://opentraits.org/datasets/australian-birds,X181_Egg_length_12
https://opentraits.org/datasets/australian-birds,X182_Egg_diameter_12
https://opentraits.org/datasets/australian-birds,X183_Nest_location_Ground_level_12
https://opentraits.org/datasets/australian-birds,X184_Nest_location_Supported_12
https://opentraits.org/datasets/australian-birds,X185_Nest_location_Hanging_12
https://opentraits.org/datasets/australian-birds,X186_Nest_location_Burrow_12
https://opentraits.org/datasets/australian-birds,X187_Nest_location_Hollow_12
https://opentraits.org/datasets/australian-birds,X188_Nest_location_Floating_12
https://opentraits.org/datasets/australian-birds,X189_Nest_aggregation_Solitary_12
https://opentraits.org/datasets/australian-birds,X190_Nest_aggregation_Colonial_12
https://opentraits.org/datasets/australian-birds,X191_Nest_aggregation_Parasitic_12
https://opentraits.org/datasets/australian-birds,X192_Breeding_system_Cooperative_12
https://opentraits.org/datasets/australian-birds,X96_Body_length_8
https://opentraits.org/datasets/australian-birds,X97_Body_length_min_8
https://opentraits.org/datasets/australian-birds,X98_Body_length_max_8
https://opentraits.org/datasets/australian-birds,X99_Body_mass_average_8
https://opentraits.org/datasets/avianhwi,Body.mass..log.
https://opentraits.org/datasets/avianhwi,Diet
https://opentraits.org/datasets/avianhwi,HWI
https://opentraits.org/datasets/avianhwi,Migration.1
https://opentraits.org/datasets/avianhwi,Migration.3
https://opentraits.org/datasets/avianhwi,Range.Size
https://opentraits.org/datasets/avianhwi,Territoriality
https://opentraits.org/datasets/avonet,Beak.Depth
https://opentraits.org/datasets/avonet,Beak.Length_Culmen
https://opentraits.org/datasets/avonet,Beak.Length_Nares
https://opentraits.org/datasets/avonet,Beak.Width
https://opentraits.org/datasets/avonet,Hand.wing.Index
https://opentraits.org/datasets/avonet,Kipps.Distance
https://opentraits.org/datasets/avonet,Secondary1
https://opentraits.org/datasets/avonet,Tail.Length
https://opentraits.org/datasets/avonet,Tarsus.Length
https://opentraits.org/datasets/avonet,Wing.Length
https://opentraits.org/datasets/bennett-2018,Tmax
https://opentraits.org/datasets/bennett-2018,tmin
https://opentraits.org/datasets/bernhardt-2018,capsule_peris
https://opentraits.org/datasets/bernhardt-2018,capsule_pos
https://opentraits.org/datasets/bernhardt-2018,dist_gamet
https://opentraits.org/datasets/bernhardt-2018,dist_gamet2
https://opentraits.org/datasets/bernhardt-2018,dominants
https://opentraits.org/datasets/bernhardt-2018,forest
https://opentraits.org/datasets/bernhardt-2018,fruit_freq
https://opentraits.org/datasets/bernhardt-2018,fruit_seas
https://opentraits.org/datasets/bernhardt-2018,growth_form
https://opentraits.org/datasets/bernhardt-2018,hemeroby
https://opentraits.org/datasets/bernhardt-2018,hyalin_hairp
https://opentraits.org/datasets/bernhardt-2018,ind_F
https://opentraits.org/datasets/bernhardt-2018,ind_K
https://opentraits.org/datasets/bernhardt-2018,ind_L
https://opentraits.org/datasets/bernhardt-2018,ind_N
https://opentraits.org/datasets/bernhardt-2018,ind_R
https://opentraits.org/datasets/bernhardt-2018,ind_T
https://opentraits.org/datasets/bernhardt-2018,life_form
https://opentraits.org/datasets/bernhardt-2018,life_strat
https://opentraits.org/datasets/bernhardt-2018,life_strat2
https://opentraits.org/datasets/bernhardt-2018,ornament
https://opentraits.org/datasets/bernhardt-2018,protonema
https://opentraits.org/datasets/bernhardt-2018,seta_length
https://opentraits.org/datasets/bernhardt-2018,shoot_length
https://opentraits.org/datasets/bernhardt-2018,spores
https://opentraits.org/datasets/bernhardt-2018,stems
https://opentraits.org/datasets/bernhardt-2018,sub_bark
https://opentraits.org/datasets/bernhardt-2018,sub_rock
https://opentraits.org/datasets/bernhardt-2018,sub_soil
https://opentraits.org/datasets/bernhardt-2018,sub_wood
https://opentraits.org/datasets/bernhardt-2018,veg_bran
https://opentraits.org/datasets/bernhardt-2018,veg_bulb
https://opentraits.org/datasets/bernhardt-2018,veg_gem
https://opentraits.org/datasets/bernhardt-2018,veg_leav
https://opentraits.org/datasets/bernhardt-2018,veg_tub
https://opentraits.org/datasets/betydb,Aboveground biomass
https://opentraits.org/datasets/betydb,Above ground fraction of structural biomass
https://opentraits.org/datasets/betydb,aboveground NPP (C)
https://opentraits.org/datasets/betydb,air temperature
https://opentraits.org/datasets/betydb,annual aboveground yield
https://opentraits.org/datasets/betydb,Annual Evapotranspiraiton
https://opentraits.org/datasets/betydb,ash concentration in leaf
https://opentraits.org/datasets/betydb,ash concentration in stem
https://opentraits.org/datasets/betydb,Ball-Berry Model
https://opentraits.org/datasets/betydb,belowground rhizome biomass; does not include tubers
https://opentraits.org/datasets/betydb,belowground root biomass
https://opentraits.org/datasets/betydb,Biomass of cabbage per area ground
https://opentraits.org/datasets/betydb,Biomass of flower
https://opentraits.org/datasets/betydb,Biomass of leaves per area ground
https://opentraits.org/datasets/betydb,Biomass of living parts of plant (stem+Leaves)
https://opentraits.org/datasets/betydb,carbon in stems
https://opentraits.org/datasets/betydb,cellulose concentration in leaf
https://opentraits.org/datasets/betydb,cellulose concentration in stem
https://opentraits.org/datasets/betydb,chloride content in dry weight
https://opentraits.org/datasets/betydb,C:N ratio in leaves
https://opentraits.org/datasets/betydb,C:N ratio in stems
https://opentraits.org/datasets/betydb,Coarse root biomass
https://opentraits.org/datasets/betydb,Cumulative GPP over a specified time step
https://opentraits.org/datasets/betydb,date of bud break
https://opentraits.org/datasets/betydb,decomposition rate of litter
https://opentraits.org/datasets/betydb,Density of individual plants
https://opentraits.org/datasets/betydb,diameter at breast height
https://opentraits.org/datasets/betydb,diameter of single shoot
https://opentraits.org/datasets/betydb,dry weight of aerial biomass
https://opentraits.org/datasets/betydb,fiber yield
https://opentraits.org/datasets/betydb,fine root biomass
https://opentraits.org/datasets/betydb,fine root carbon to leaf carbon allocation
https://opentraits.org/datasets/betydb,Foliage biomass
https://opentraits.org/datasets/betydb,foliar calcium concentration
https://opentraits.org/datasets/betydb,foliar K concentration
https://opentraits.org/datasets/betydb,foliar magnesium concentraion
https://opentraits.org/datasets/betydb,foliar P concentration
https://opentraits.org/datasets/betydb,for grasses
https://opentraits.org/datasets/betydb,Fraction of storage to seed reproduction
https://opentraits.org/datasets/betydb,fraction of total biomass in roots (by dry weight)
https://opentraits.org/datasets/betydb,fraction of total plant dry weight in foliage
https://opentraits.org/datasets/betydb,fraction of total plant dry weight in roots
https://opentraits.org/datasets/betydb,Fract. of stalk in total biomass
https://opentraits.org/datasets/betydb,fructose in rhizome
https://opentraits.org/datasets/betydb,glucose in rhizome
https://opentraits.org/datasets/betydb,grams of root per plant
https://opentraits.org/datasets/betydb,grams of shoot per plant
https://opentraits.org/datasets/betydb,gravimetric soil water content: g H2O/ g DRY soil
https://opentraits.org/datasets/betydb,height
https://opentraits.org/datasets/betydb,Includes enlarged stems
https://opentraits.org/datasets/betydb,Intact Roots
https://opentraits.org/datasets/betydb,in vitro dry matter digestibility in leaf
https://opentraits.org/datasets/betydb,in vitro dry matter digestibility in stem
https://opentraits.org/datasets/betydb,Irradiance (photosynthetic photon flux density)
https://opentraits.org/datasets/betydb,Leaf Area
https://opentraits.org/datasets/betydb,Leaf Area Index
https://opentraits.org/datasets/betydb,Leaf Biomass
https://opentraits.org/datasets/betydb,Leaf biomass allometry coefficient
https://opentraits.org/datasets/betydb,leaf length
https://opentraits.org/datasets/betydb,leaf litter+ wood litter
https://opentraits.org/datasets/betydb,leaf mass per area leaf (kg leaf / m2 leaf)
https://opentraits.org/datasets/betydb,Leaf Percent C
https://opentraits.org/datasets/betydb,Leaf Percent Nitrogen
https://opentraits.org/datasets/betydb,Leaf Thickness
https://opentraits.org/datasets/betydb,Leaf Width
https://opentraits.org/datasets/betydb,length of shoot
https://opentraits.org/datasets/betydb,length of time that a root lives
https://opentraits.org/datasets/betydb,light and CO2 saturated maximum photosynthetic rate
https://opentraits.org/datasets/betydb,maximum photosynthetic rate at saturating light
https://opentraits.org/datasets/betydb,maximum rate of electron transport
https://opentraits.org/datasets/betydb,maximum rubisco carboxylation capacity
https://opentraits.org/datasets/betydb,mean tilt angle
https://opentraits.org/datasets/betydb,mg carbon dry wieght
https://opentraits.org/datasets/betydb,Mimimum height for reproduction
https://opentraits.org/datasets/betydb,NA
https://opentraits.org/datasets/betydb,nitrogen concentration in soil
https://opentraits.org/datasets/betydb,nitrogen content in dry weight
https://opentraits.org/datasets/betydb,nitrogen in rhizomes
https://opentraits.org/datasets/betydb,nitrogen in stem
https://opentraits.org/datasets/betydb,Nitrogen Productivity
https://opentraits.org/datasets/betydb,Nitrogen uptake rater per unit dry mass per unit time
https://opentraits.org/datasets/betydb,Nitrogen Use Efficiency
https://opentraits.org/datasets/betydb,number of shoots per plants
https://opentraits.org/datasets/betydb,percent composition
https://opentraits.org/datasets/betydb,percent moisture content in biomass
https://opentraits.org/datasets/betydb,percent N in belowground live tissue
https://opentraits.org/datasets/betydb,percent N in flower
https://opentraits.org/datasets/betydb,percent N in senesced leaves
https://opentraits.org/datasets/betydb,phosphorus concentration in soil
https://opentraits.org/datasets/betydb,phosphorus in rhizome
https://opentraits.org/datasets/betydb,phosphorus in root
https://opentraits.org/datasets/betydb,phosphorus in shoot
https://opentraits.org/datasets/betydb,photosynthetic Nitrogen Use Efficiency
https://opentraits.org/datasets/betydb,Photosynthetic rate at ambient CO2(370ppm)
https://opentraits.org/datasets/betydb,potassium concentration in soil
https://opentraits.org/datasets/betydb,potassium in rhizome
https://opentraits.org/datasets/betydb,potassium in root
https://opentraits.org/datasets/betydb,potassium in shoot
https://opentraits.org/datasets/betydb,Radiative transfer clumping factor
https://opentraits.org/datasets/betydb,raffinose in rhizome
https://opentraits.org/datasets/betydb,rate of fine root loss (temperature dependent
https://opentraits.org/datasets/betydb,rate of fine root respiration at reference soil temperature
https://opentraits.org/datasets/betydb,rate of leaf loss
https://opentraits.org/datasets/betydb,rate of stem respiration at reference temperature
https://opentraits.org/datasets/betydb,ratio of fine root to leaf biomass also 'fine root allocation'
https://opentraits.org/datasets/betydb,Rd; leaf dark respiration
https://opentraits.org/datasets/betydb,root biomass of an individual plant
https://opentraits.org/datasets/betydb,see Farqhuar model
https://opentraits.org/datasets/betydb,single shoot weight
https://opentraits.org/datasets/betydb,slope of rel'n between stomatal conductance and A [Leuning 1995]
https://opentraits.org/datasets/betydb,Soil Het Respiration
https://opentraits.org/datasets/betydb,Soil moisture relative to saturation
https://opentraits.org/datasets/betydb,soil organic matter
https://opentraits.org/datasets/betydb,soil Temp
https://opentraits.org/datasets/betydb,Specific Leaf Area
https://opentraits.org/datasets/betydb,Stalk Dry Matter
https://opentraits.org/datasets/betydb,starch in leaf
https://opentraits.org/datasets/betydb,starch in stem
https://opentraits.org/datasets/betydb,Stem biomass
https://opentraits.org/datasets/betydb,Structural biomass (ecosystem)
https://opentraits.org/datasets/betydb,sucrose in rhizome
https://opentraits.org/datasets/betydb,surface CO2 efflux
https://opentraits.org/datasets/betydb,total aboveground biomass
https://opentraits.org/datasets/betydb,Total biomass
https://opentraits.org/datasets/betydb,total dry biomass per plant
https://opentraits.org/datasets/betydb,total nonstructural carbohydrates in leaf
https://opentraits.org/datasets/betydb,total nonstructural carbohydrates in stem
https://opentraits.org/datasets/betydb,total number of leaves per shoot
https://opentraits.org/datasets/betydb,Total root biomass (all root sizes)
https://opentraits.org/datasets/betydb,Total root respiration (all size classes)
https://opentraits.org/datasets/betydb,total sugar in rhizome
https://opentraits.org/datasets/betydb,triose phosphate utilization
https://opentraits.org/datasets/betydb,turn over rate of litter
https://opentraits.org/datasets/betydb,variant dry matter in rhizome
https://opentraits.org/datasets/betydb,variant dry matter in shoot
https://opentraits.org/datasets/betydb,Water Use Efficiency
https://opentraits.org/datasets/beukhof-2019,age.maturity
https://opentraits.org/datasets/beukhof-2019,age.max
https://opentraits.org/datasets/beukhof-2019,AR
https://opentraits.org/datasets/beukhof-2019,body.shape
https://opentraits.org/datasets/beukhof-2019,fecundity
https://opentraits.org/datasets/beukhof-2019,feeding.mode
https://opentraits.org/datasets/beukhof-2019,fin.shape
https://opentraits.org/datasets/beukhof-2019,growth.coefficient
https://opentraits.org/datasets/beukhof-2019,habitat
https://opentraits.org/datasets/beukhof-2019,length.infinity
https://opentraits.org/datasets/beukhof-2019,length.max
https://opentraits.org/datasets/beukhof-2019,offspring.size
https://opentraits.org/datasets/beukhof-2019,spawning.type
https://opentraits.org/datasets/beukhof-2019,tl
https://opentraits.org/datasets/bien,diameter at breast height (1.3 m)
https://opentraits.org/datasets/bien,flower color
https://opentraits.org/datasets/bien,flower pollination syndrome
https://opentraits.org/datasets/bien,fruit type
https://opentraits.org/datasets/bien,inflorescence length
https://opentraits.org/datasets/bien,leaf area
https://opentraits.org/datasets/bien,leaf area per leaf dry mass
https://opentraits.org/datasets/bien,leaf carbon content per leaf dry mass
https://opentraits.org/datasets/bien,leaf carbon content per leaf nitrogen content
https://opentraits.org/datasets/bien,leaf compoundness
https://opentraits.org/datasets/bien,leaf dry mass
https://opentraits.org/datasets/bien,leaf dry mass per leaf fresh mass
https://opentraits.org/datasets/bien,leaf fresh mass
https://opentraits.org/datasets/bien,Leaf lamina fracture toughness
https://opentraits.org/datasets/bien,leaf life span
https://opentraits.org/datasets/bien,leaf nitrogen content per leaf area
https://opentraits.org/datasets/bien,leaf nitrogen content per leaf dry mass
https://opentraits.org/datasets/bien,leaf phosphorus content per leaf area
https://opentraits.org/datasets/bien,leaf phosphorus content per leaf dry mass
https://opentraits.org/datasets/bien,leaf photosynthetic rate per leaf area
https://opentraits.org/datasets/bien,leaf photosynthetic rate per leaf dry mass
https://opentraits.org/datasets/bien,leaf stomatal conductance for H2O per leaf area
https://opentraits.org/datasets/bien,leaf stomatal conductance per leaf area
https://opentraits.org/datasets/bien,leaf thickness
https://opentraits.org/datasets/bien,longest whole plant longevity
https://opentraits.org/datasets/bien,maximum fruit length
https://opentraits.org/datasets/bien,maximum leaf length
https://opentraits.org/datasets/bien,maximum leaf width
https://opentraits.org/datasets/bien,maximum whole plant height
https://opentraits.org/datasets/bien,maximum whole plant longevity
https://opentraits.org/datasets/bien,minimum fruit length
https://opentraits.org/datasets/bien,minimum leaf length
https://opentraits.org/datasets/bien,minimum leaf width
https://opentraits.org/datasets/bien,minimum whole plant height
https://opentraits.org/datasets/bien,NA
https://opentraits.org/datasets/bien,plant flowering begin
